Age,Occupation,Annual_Income,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Credit_Score
22,Architect,62223,7,4,0.1,3,30,10,7,Standard,1230,0.22,377,1
44,Journalist,14976,7,6,0.16,0,29,20,3,Standard,69,0.22,329,1
44,Journalist,14976,7,6,0.16,0,29,23,3,Standard,69,0.41,331,1
44,Journalist,14976,7,6,0.16,0,29,22,3,Standard,69,0.31,336,1
33,Architect,62874,3,4,0.15,4,26,19,7,Standard,527,0.34,239,1
33,Architect,62874,3,4,0.15,4,21,19,7,Standard,527,0.35,245,1
37,Musician,17164,10,6,0.19,9,30,16,7,Bad,4813,0.31,127,0
37,Musician,17164,10,6,0.19,9,34,16,7,Bad,4813,0.36,131,1
37,Musician,17164,10,6,0.19,9,34,16,7,Bad,4813,0.37,132,1
31,Manager,37302,3,2,0.12,4,11,12,1,Good,907,0.39,262,1
32,Manager,37302,3,2,0.12,4,12,12,1,Good,907,0.32,264,2
32,Manager,37302,3,2,0.12,4,13,12,1,Good,907,0.32,265,2
32,Manager,37302,3,2,0.12,4,13,12,5,Good,907,0.3,267,2
31,Architect,7526,8,8,0.27,9,43,20,10,Bad,2526,0.32,15,1
31,Architect,7526,8,8,0.27,9,43,20,10,Bad,2526,0.35,17,1
31,Architect,7526,8,8,0.27,9,43,20,10,Bad,2526,0.31,18,1
31,Architect,7526,8,8,0.27,9,45,20,10,Bad,2526,0.24,20,1
32,Architect,7526,8,8,0.27,9,43,20,10,Bad,2526,0.27,21,2
32,Architect,7526,8,8,0.27,9,40,22,10,Bad,2526,0.25,22,1
21,Scientist,19653,3,3,0.1,4,11,13,2,Good,919,0.3,208,2
21,Scientist,19653,3,3,0.1,4,10,11,2,Good,919,0.25,209,2
21,Scientist,19653,3,3,0.1,4,6,11,2,Good,919,0.36,211,2
21,Scientist,19653,3,3,0.1,4,6,11,2,Good,919,0.35,212,2
21,Scientist,19653,3,3,0.1,4,6,10,3,Good,919,0.35,214,2
21,Scientist,19653,3,3,0.1,4,6,14,3,Good,919,0.32,215,2
30,Scientist,174179,1,7,0.08,1,9,8,2,Good,1355,0.35,347,1
30,Scientist,174179,1,7,0.08,1,7,10,6,Good,1355,0.37,348,1
30,Scientist,174179,1,7,0.08,1,7,8,6,Good,1355,0.44,349,1
30,Scientist,174179,1,7,0.08,1,7,6,6,Good,1355,0.4,350,1
30,Scientist,174179,1,7,0.08,1,3,5,6,Good,1355,0.42,352,1
41,Teacher,21720,0,4,0.1,2,9,9,1,Good,992,0.27,222,0
41,Teacher,21720,0,4,0.1,2,9,9,1,Good,992,0.26,225,0
41,Teacher,21720,0,4,0.1,2,8,9,1,Good,992,0.3,226,1
50,Journalist,38107,8,7,0.12,3,30,18,2,Standard,1472,0.26,268,1
51,Journalist,38107,8,7,0.12,3,30,16,2,Standard,1472,0.24,269,1
51,Journalist,38107,8,7,0.12,3,30,16,2,Standard,1472,0.28,271,0
51,Journalist,38107,8,7,0.12,3,30,16,2,Standard,1472,0.25,274,1
28,Teacher,20308,6,5,0.28,6,34,11,12,Standard,1967,0.34,111,0
28,Teacher,20308,6,5,0.28,6,33,11,12,Standard,1967,0.25,112,0
28,Teacher,20308,6,5,0.28,6,33,9,12,Standard,1967,0.36,113,0
28,Teacher,20308,6,5,0.28,6,33,10,12,Standard,1967,0.26,114,0
28,Teacher,20308,6,5,0.28,6,33,13,12,Standard,1967,0.35,115,0
29,Teacher,20308,6,5,0.28,6,33,11,15,Standard,1967,0.35,118,0
37,Media_Manager,13603,6,5,0.16,6,25,14,5,Standard,45,0.32,234,1
37,Media_Manager,13603,6,5,0.16,6,25,16,5,Standard,45,0.33,235,1
37,Media_Manager,13603,6,5,0.16,6,25,16,5,Standard,45,0.35,236,1
37,Media_Manager,13603,6,5,0.16,6,24,16,5,Standard,45,0.38,238,1
37,Media_Manager,13603,6,5,0.16,6,20,17,5,Standard,45,0.38,240,2
33,Media_Manager,12943,5,5,0.09,6,20,13,6,Standard,265,0.36,81,1
33,Media_Manager,12943,5,5,0.09,6,20,16,6,Standard,265,0.35,83,1
33,Media_Manager,12943,5,5,0.09,6,21,14,6,Standard,265,0.36,86,1
33,Media_Manager,12943,5,5,0.09,6,15,12,6,Standard,265,0.27,87,1
34,Media_Manager,12943,5,5,0.09,6,20,14,6,Standard,265,0.39,88,1
31,Mechanic,44483,8,10,0.17,8,31,15,7,Bad,2770,0.25,145,1
31,Mechanic,44483,8,10,0.17,8,24,16,7,Bad,2770,0.33,146,1
32,Manager,7795,10,6,0.18,6,59,23,12,Bad,1990,0.32,223,0
32,Manager,7795,10,6,0.18,6,60,25,16,Bad,1990,0.38,226,1
32,Manager,7795,10,6,0.18,6,61,23,16,Bad,1990,0.28,228,1
39,Writer,177243,4,6,0.03,3,11,12,2,Good,488,0.36,340,1
40,Writer,177243,4,6,0.03,3,9,15,2,Good,488,0.27,341,1
40,Writer,177243,4,6,0.03,3,9,14,2,Good,488,0.44,342,1
40,Writer,177243,4,6,0.03,3,9,13,2,Good,488,0.3,344,1
40,Writer,177243,4,6,0.03,3,14,15,3,Good,488,0.35,346,2
40,Writer,177243,4,6,0.03,3,9,12,3,Good,488,0.28,347,2
41,Musician,35518,8,6,0.09,3,12,16,8,Standard,1270,0.38,130,1
41,Musician,35518,8,6,0.09,3,12,16,8,Standard,1270,0.37,131,1
41,Musician,35518,8,6,0.09,3,12,14,8,Standard,1270,0.34,132,1
41,Musician,35518,8,6,0.09,3,11,16,8,Standard,1270,0.26,133,2
41,Musician,35518,8,6,0.09,3,12,16,8,Standard,1270,0.27,134,2
41,Musician,35518,8,6,0.09,3,12,16,9,Standard,1270,0.4,137,2
43,Journalist,8875,8,9,0.27,2,26,14,12,Standard,1353,0.24,207,0
43,Journalist,8875,8,9,0.27,2,27,14,15,Standard,1353,0.34,209,0
43,Journalist,8875,8,9,0.27,2,26,13,15,Standard,1353,0.27,211,0
43,Journalist,8875,8,9,0.27,2,26,14,15,Standard,1353,0.3,212,0
36,Media_Manager,16708,6,9,0.22,8,55,18,12,Bad,2674,0.34,174,0
36,Media_Manager,16708,6,9,0.22,8,51,19,12,Bad,2674,0.23,178,0
36,Media_Manager,16708,6,9,0.22,8,55,18,12,Bad,2674,0.4,179,0
36,Media_Manager,16708,6,9,0.22,8,55,18,12,Bad,2674,0.28,180,0
22,Media_Manager,48780,4,5,0.16,0,29,20,1,Standard,967,0.36,231,1
23,Media_Manager,48780,4,5,0.16,0,29,20,5,Standard,967,0.26,232,1
23,Media_Manager,48780,4,5,0.16,0,29,20,5,Standard,967,0.41,233,1
23,Media_Manager,48780,4,5,0.16,0,29,17,5,Standard,967,0.39,234,1
23,Media_Manager,48780,4,5,0.16,0,29,20,5,Standard,967,0.34,235,2
28,Mechanic,141753,5,5,0.13,4,10,14,6,Standard,477,0.37,207,1
28,Mechanic,141753,5,5,0.13,4,10,12,6,Standard,477,0.44,208,1
28,Mechanic,141753,5,5,0.13,4,8,14,6,Standard,477,0.42,209,1
28,Mechanic,141753,5,5,0.13,4,10,14,6,Standard,477,0.28,210,2
29,Mechanic,141753,5,5,0.13,4,10,14,6,Standard,477,0.24,214,2
43,Manager,48608,5,5,0.05,2,10,17,7,Standard,345,0.23,190,1
43,Manager,48608,5,5,0.05,2,14,17,12,Standard,345,0.36,191,1
43,Manager,48608,5,5,0.05,2,14,17,12,Standard,345,0.37,192,1
43,Manager,48608,5,5,0.05,2,14,17,12,Standard,345,0.27,193,1
22,Scientist,63206,9,8,0.27,8,38,15,8,Bad,4523,0.36,157,0
22,Scientist,63206,9,8,0.27,8,38,18,8,Bad,4523,0.3,158,1
23,Scientist,63206,9,8,0.27,8,38,18,8,Bad,4523,0.35,162,1
23,Scientist,63206,9,8,0.27,8,38,21,13,Bad,4523,0.32,163,0
23,Scientist,63206,9,8,0.27,8,41,15,13,Bad,4523,0.4,164,1
27,Lawyer,63635,3,4,0.02,2,12,11,4,Good,122,0.37,296,1
27,Lawyer,63635,3,4,0.02,2,12,10,4,Good,122,0.27,297,1
27,Lawyer,63635,3,4,0.02,2,12,10,7,Good,122,0.28,298,1
28,Lawyer,63635,3,4,0.02,2,12,10,7,Good,122,0.35,300,1
30,Mechanic,126849,2,3,0.03,0,11,8,3,Good,518,0.44,339,1
30,Mechanic,126849,2,3,0.03,0,11,6,3,Good,518,0.4,340,2
30,Mechanic,126849,2,3,0.03,0,10,8,3,Good,518,0.42,341,2
31,Mechanic,126849,2,3,0.03,0,15,6,3,Good,518,0.3,345,1
31,Mechanic,126849,2,3,0.03,0,11,6,8,Good,518,0.39,346,1
45,Developer,8779,10,6,0.32,7,27,22,11,Bad,1636,0.33,95,0
45,Developer,8779,10,6,0.32,7,26,22,11,Bad,1636,0.38,97,0
45,Developer,8779,10,6,0.32,7,27,22,11,Bad,1636,0.23,98,0
45,Developer,8779,10,6,0.32,7,32,22,11,Bad,1636,0.35,99,0
54,Manager,11631,4,7,0.08,4,23,17,3,Good,165,0.27,376,2
54,Manager,11631,4,7,0.08,4,18,17,3,Good,165,0.3,377,2
54,Manager,11631,4,7,0.08,4,23,19,3,Good,165,0.3,381,1
31,Media_Manager,24726,4,6,0.15,2,17,16,3,Standard,155,0.26,332,1
31,Media_Manager,24726,4,6,0.15,2,18,16,3,Standard,155,0.33,333,1
31,Media_Manager,24726,4,6,0.15,2,17,16,3,Standard,155,0.25,335,1
31,Media_Manager,24726,4,6,0.15,2,17,16,3,Standard,155,0.24,337,1
25,Doctor,44188,8,9,0.17,7,21,19,10,Bad,2544,0.39,215,0
25,Doctor,44188,8,9,0.17,7,21,19,10,Bad,2544,0.28,216,0
25,Doctor,44188,8,9,0.17,7,21,22,10,Bad,2544,0.37,217,0
25,Doctor,44188,8,9,0.17,7,21,20,10,Bad,2544,0.31,218,0
26,Accountant,13065,5,6,0.13,2,14,11,2,Standard,1203,0.32,262,1
26,Accountant,13065,5,6,0.13,2,14,8,5,Standard,1203,0.29,264,1
26,Accountant,13065,5,6,0.13,2,14,13,5,Standard,1203,0.34,265,1
26,Accountant,13065,5,6,0.13,2,14,9,5,Standard,1203,0.4,266,1
26,Accountant,13065,5,6,0.13,2,14,11,5,Standard,1203,0.38,268,1
23,Teacher,42941,6,9,0.26,3,43,19,7,Standard,2328,0.36,128,0
23,Teacher,42941,6,9,0.26,3,43,17,7,Standard,2328,0.24,130,0
23,Teacher,42941,6,9,0.26,3,44,17,7,Standard,2328,0.3,131,0
24,Teacher,42941,6,9,0.26,3,43,16,7,Standard,2328,0.26,133,0
24,Teacher,42941,6,9,0.26,3,43,17,7,Standard,2328,0.33,135,0
33,Doctor,37824,5,2,0.03,3,6,8,5,Good,69,0.26,331,2
33,Doctor,37824,5,2,0.03,3,4,8,5,Good,69,0.37,334,1
53,Musician,66732,0,2,0.03,0,9,8,3,Good,244,0.37,226,2
53,Musician,66732,0,2,0.03,0,9,8,3,Good,244,0.3,227,2
53,Musician,66732,0,2,0.03,0,9,8,5,Good,244,0.4,228,1
53,Musician,66732,0,2,0.03,0,9,8,5,Good,244,0.33,229,2
53,Musician,66732,0,2,0.03,0,8,8,5,Good,244,0.3,233,2
38,Entrepreneur,115800,4,4,0.09,1,1,2,2,Good,194,0.41,303,0
38,Entrepreneur,115800,4,4,0.09,1,5,2,2,Good,194,0.32,306,1
39,Entrepreneur,115800,4,4,0.09,1,2,5,2,Good,194,0.37,307,0
39,Entrepreneur,115800,4,4,0.09,1,2,2,2,Good,194,0.27,308,0
22,Doctor,88133,2,4,0.06,0,14,3,0,Good,1073,0.31,310,1
22,Doctor,88133,2,4,0.06,0,14,5,0,Good,1073,0.36,311,2
23,Doctor,88133,2,4,0.06,0,11,5,0,Good,1073,0.32,312,2
23,Doctor,88133,2,4,0.06,0,14,2,0,Good,1073,0.39,314,1
23,Doctor,88133,2,4,0.06,0,14,6,0,Good,1073,0.38,315,1
40,Manager,27632,8,3,0.09,3,18,12,3,Standard,1103,0.25,245,1
40,Manager,27632,8,3,0.09,3,16,12,3,Standard,1103,0.28,246,1
40,Manager,27632,8,3,0.09,3,18,13,3,Standard,1103,0.28,247,1
40,Manager,27632,8,3,0.09,3,18,13,3,Standard,1103,0.28,249,0
40,Manager,27632,8,3,0.09,3,21,12,3,Standard,1103,0.32,250,0
29,Media_Manager,8610,5,7,0.05,3,27,13,8,Standard,1426,0.31,214,1
29,Media_Manager,8610,5,7,0.05,3,27,15,8,Standard,1426,0.33,215,1
30,Media_Manager,8610,5,7,0.05,3,27,11,13,Standard,1426,0.28,220,1
27,Engineer,49023,5,5,0.13,2,6,11,3,Standard,270,0.26,317,1
27,Engineer,49023,5,5,0.13,2,6,13,3,Standard,270,0.32,318,1
27,Engineer,49023,5,5,0.13,2,6,12,3,Standard,270,0.38,319,1
27,Engineer,49023,5,5,0.13,2,6,12,3,Standard,270,0.34,320,1
27,Engineer,49023,5,5,0.13,2,10,10,3,Standard,270,0.36,321,1
27,Engineer,49023,5,5,0.13,2,6,9,3,Standard,270,0.34,323,1
42,Developer,104564,4,7,0.08,2,16,19,0,Standard,100,0.36,296,1
42,Developer,104564,4,7,0.08,2,17,20,0,Standard,100,0.36,297,1
42,Developer,104564,4,7,0.08,2,17,17,0,Standard,100,0.26,298,1
42,Developer,104564,4,7,0.08,2,13,16,0,Standard,100,0.34,299,1
42,Developer,104564,4,7,0.08,2,18,19,0,Standard,100,0.31,300,1
42,Developer,104564,4,7,0.08,2,17,18,0,Standard,100,0.31,302,1
27,Entrepreneur,59751,7,7,0.17,4,22,13,9,Standard,1485,0.26,185,1
28,Entrepreneur,59751,7,7,0.17,4,22,13,9,Standard,1485,0.26,190,0
28,Entrepreneur,59751,7,7,0.17,4,23,13,9,Standard,1485,0.26,191,0
28,Entrepreneur,59751,7,7,0.17,4,22,13,9,Standard,1485,0.39,192,0
44,Doctor,118644,1,2,0.09,1,13,2,3,Good,1100,0.3,373,1
44,Doctor,118644,1,2,0.09,1,13,2,3,Good,1100,0.43,376,1
44,Doctor,118644,1,2,0.09,1,13,2,3,Good,1100,0.28,377,2
44,Doctor,118644,1,2,0.09,1,10,2,6,Good,1100,0.34,378,2
41,Writer,63331,5,4,0.2,0,7,19,6,Standard,362,0.26,99,1
41,Writer,63331,5,4,0.2,0,13,17,6,Standard,362,0.36,100,1
42,Writer,63331,5,4,0.2,0,7,19,6,Standard,362,0.4,101,1
42,Writer,63331,5,4,0.2,0,9,19,6,Standard,362,0.27,104,1
36,Doctor,24069,7,7,0.2,0,20,17,5,Standard,315,0.32,352,1
36,Doctor,24069,7,7,0.2,0,20,22,5,Standard,315,0.39,354,1
36,Doctor,24069,7,7,0.2,0,24,16,5,Standard,315,0.4,356,2
36,Doctor,24069,7,7,0.2,0,20,21,9,Standard,315,0.35,358,2
29,Manager,15762,3,3,0.2,4,14,6,4,Standard,1050,0.38,254,1
29,Manager,15762,3,3,0.2,4,14,7,4,Standard,1050,0.26,255,1
50,Architect,122713,5,6,0.14,2,11,12,1,Standard,128,0.37,271,1
50,Architect,122713,5,6,0.14,2,11,10,1,Standard,128,0.31,272,1
50,Architect,122713,5,6,0.14,2,11,12,1,Standard,128,0.31,276,1
50,Architect,122713,5,6,0.14,2,11,8,1,Standard,128,0.44,277,1
50,Architect,122713,5,6,0.14,2,11,10,1,Standard,128,0.37,278,1
42,Architect,41499,0,5,0.05,0,4,9,4,Good,1272,0.39,187,2
42,Architect,41499,0,5,0.05,0,4,7,4,Good,1272,0.31,188,2
22,Musician,82840,1,6,0.01,1,6,0,1,Good,360,0.36,221,0
22,Musician,82840,1,6,0.01,1,4,3,1,Good,360,0.35,222,0
22,Musician,82840,1,6,0.01,1,8,3,1,Good,360,0.32,224,0
22,Musician,82840,1,6,0.01,1,6,2,1,Good,360,0.35,225,0
22,Musician,82840,1,6,0.01,1,11,1,1,Good,360,0.41,226,0
22,Musician,82840,1,6,0.01,1,6,2,4,Good,360,0.36,228,0
24,Journalist,24195,7,7,0.19,1,7,16,4,Standard,1163,0.26,353,1
25,Journalist,24195,7,7,0.19,1,7,16,4,Standard,1163,0.39,354,1
25,Journalist,24195,7,7,0.19,1,7,16,9,Standard,1163,0.29,356,1
25,Journalist,24195,7,7,0.19,1,7,16,9,Standard,1163,0.26,357,1
38,Doctor,20193,3,3,0.08,5,21,12,6,Standard,1109,0.29,145,1
38,Doctor,20193,3,3,0.08,5,21,12,6,Standard,1109,0.34,146,1
38,Doctor,20193,3,3,0.08,5,21,12,6,Standard,1109,0.32,149,1
38,Doctor,20193,3,3,0.08,5,21,12,6,Standard,1109,0.41,150,1
38,Doctor,20193,3,3,0.08,5,21,12,6,Standard,1109,0.37,151,1
31,Writer,62545,3,6,0.07,4,27,10,8,Standard,1138,0.27,208,0
31,Writer,62545,3,6,0.07,4,27,9,8,Standard,1138,0.27,210,0
31,Writer,62545,3,6,0.07,4,27,10,8,Standard,1138,0.32,211,1
31,Writer,62545,3,6,0.07,4,27,10,8,Standard,1138,0.27,212,0
55,Architect,32011,2,6,0.04,3,17,9,1,Good,1215,0.35,305,0
56,Architect,32011,2,6,0.04,3,12,9,1,Good,1215,0.27,306,0
56,Architect,32011,2,6,0.04,3,12,7,1,Good,1215,0.29,307,0
56,Architect,32011,2,6,0.04,3,12,12,1,Good,1215,0.38,309,0
56,Architect,32011,2,6,0.04,3,12,9,1,Good,1215,0.25,312,0
33,Journalist,42399,7,5,0.31,7,6,12,12,Standard,2073,0.39,77,0
33,Journalist,42399,7,5,0.31,7,6,12,12,Standard,2073,0.24,78,1
30,Mechanic,23679,8,5,0.15,0,25,20,3,Standard,622,0.26,226,1
30,Mechanic,23679,8,5,0.15,0,29,18,3,Standard,622,0.37,227,1
30,Mechanic,23679,8,5,0.15,0,29,18,3,Standard,622,0.37,228,1
30,Mechanic,23679,8,5,0.15,0,29,18,4,Standard,622,0.39,233,1
27,Teacher,62139,6,10,0.26,8,59,23,8,Bad,2603,0.39,95,0
28,Teacher,62139,6,10,0.26,8,59,23,8,Bad,2603,0.26,98,0
28,Teacher,62139,6,10,0.26,8,59,22,8,Bad,2603,0.38,99,0
28,Teacher,62139,6,10,0.26,8,59,23,8,Bad,2603,0.24,101,0
28,Teacher,62139,6,10,0.26,8,59,23,8,Bad,2603,0.39,102,0
26,Manager,62846,9,8,0.2,7,40,18,10,Bad,4073,0.28,23,0
26,Manager,62846,9,8,0.2,7,40,18,10,Bad,4073,0.2,25,0
26,Manager,62846,9,8,0.2,7,40,18,10,Bad,4073,0.32,27,0
31,Media_Manager,59438,6,7,0.33,9,38,25,9,Bad,2259,0.34,109,0
31,Media_Manager,59438,6,7,0.33,9,38,22,9,Bad,2259,0.23,112,1
31,Media_Manager,59438,6,7,0.33,9,38,24,9,Bad,2259,0.34,113,1
32,Media_Manager,59438,6,7,0.33,9,38,26,9,Bad,2259,0.28,115,1
32,Media_Manager,59438,6,7,0.33,9,38,22,9,Bad,2259,0.28,116,1
36,Mechanic,69870,3,6,0.07,3,26,20,6,Standard,2106,0.39,65,1
36,Mechanic,69870,3,6,0.07,3,24,20,6,Standard,2106,0.38,66,1
36,Mechanic,69870,3,6,0.07,3,26,18,6,Standard,2106,0.24,69,2
36,Mechanic,69870,3,6,0.07,3,31,20,6,Standard,2106,0.36,70,2
32,Scientist,74450,6,4,0.19,3,5,17,8,Standard,640,0.27,237,1
33,Scientist,74450,6,4,0.19,3,5,20,12,Standard,640,0.32,238,1
33,Scientist,74450,6,4,0.19,3,5,18,12,Standard,640,0.32,240,1
33,Scientist,74450,6,4,0.19,3,6,20,12,Standard,640,0.31,241,1
31,Entrepreneur,146866,4,6,0.14,3,21,18,1,Standard,247,0.34,263,1
31,Entrepreneur,146866,4,6,0.14,3,22,18,3,Standard,247,0.29,264,1
31,Entrepreneur,146866,4,6,0.14,3,20,18,3,Standard,247,0.33,265,0
31,Entrepreneur,146866,4,6,0.14,3,26,18,3,Standard,247,0.44,266,0
41,Lawyer,20914,6,7,0.21,9,47,18,12,Bad,2404,0.24,196,0
41,Lawyer,20914,6,7,0.21,9,51,18,16,Bad,2404,0.25,200,1
41,Lawyer,20914,6,7,0.21,9,51,18,16,Bad,2404,0.36,201,0
22,Engineer,18936,8,6,0.25,7,25,18,7,Bad,3969,0.28,128,1
22,Engineer,18936,8,6,0.25,7,32,18,7,Bad,3969,0.36,129,1
22,Engineer,18936,8,6,0.25,7,27,18,7,Bad,3969,0.27,130,1
22,Engineer,18936,8,6,0.25,7,27,18,7,Bad,3969,0.29,131,1
22,Engineer,18936,8,6,0.25,7,27,18,7,Bad,3969,0.27,133,1
22,Engineer,18936,8,6,0.25,7,27,19,7,Bad,3969,0.3,134,1
29,Accountant,61476,6,6,0.22,5,40,21,9,Bad,3322,0.3,95,0
30,Accountant,61476,6,6,0.22,5,39,24,9,Bad,3322,0.24,96,0
30,Accountant,61476,6,6,0.22,5,35,23,9,Bad,3322,0.32,97,1
30,Accountant,61476,6,6,0.22,5,35,24,14,Bad,3322,0.36,102,1
24,Writer,16198,4,7,0.04,2,17,5,0,Good,1439,0.33,370,2
24,Writer,16198,4,7,0.04,2,12,5,0,Good,1439,0.31,372,1
24,Writer,16198,4,7,0.04,2,12,5,0,Good,1439,0.33,373,1
24,Writer,16198,4,7,0.04,2,12,5,0,Good,1439,0.26,374,1
24,Writer,16198,4,7,0.04,2,12,5,0,Good,1439,0.35,375,1
22,Mechanic,20938,6,9,0.23,5,19,16,9,Bad,1657,0.4,116,0
23,Mechanic,20938,6,9,0.23,5,16,18,9,Bad,1657,0.3,117,0
23,Mechanic,20938,6,9,0.23,5,16,18,9,Bad,1657,0.25,118,0
23,Mechanic,20938,6,9,0.23,5,16,16,9,Bad,1657,0.22,119,0
23,Mechanic,20938,6,9,0.23,5,12,15,11,Bad,1657,0.27,123,1
24,Lawyer,21364,3,3,0.17,1,9,16,6,Standard,1178,0.37,353,1
24,Lawyer,21364,3,3,0.17,1,9,16,6,Standard,1178,0.25,354,1
24,Lawyer,21364,3,3,0.17,1,9,16,6,Standard,1178,0.31,355,1
24,Lawyer,21364,3,3,0.17,1,9,16,6,Standard,1178,0.4,356,1
24,Lawyer,21364,3,3,0.17,1,9,15,6,Standard,1178,0.32,359,1
33,Lawyer,96826,8,5,0.07,0,13,18,3,Standard,1290,0.34,307,1
33,Lawyer,96826,8,5,0.07,0,13,19,3,Standard,1290,0.4,308,1
33,Lawyer,96826,8,5,0.07,0,13,19,3,Standard,1290,0.26,309,1
33,Lawyer,96826,8,5,0.07,0,13,19,5,Standard,1290,0.4,310,1
33,Lawyer,96826,8,5,0.07,0,16,19,5,Standard,1290,0.38,311,1
33,Lawyer,96826,8,5,0.07,0,13,20,5,Standard,1290,0.33,312,1
34,Lawyer,96826,8,5,0.07,0,9,19,5,Standard,1290,0.32,313,1
34,Lawyer,96826,8,5,0.07,0,13,19,5,Standard,1290,0.26,314,1
44,Entrepreneur,16808,8,6,0.11,7,8,16,5,Standard,1330,0.37,234,1
44,Entrepreneur,16808,8,6,0.11,7,8,16,5,Standard,1330,0.4,239,0
44,Entrepreneur,16808,8,6,0.11,7,8,16,5,Standard,1330,0.29,240,0
52,Musician,128279,2,6,0.02,0,7,4,7,Good,105,0.38,198,2
52,Musician,128279,2,6,0.02,0,3,7,7,Good,105,0.37,199,2
52,Musician,128279,2,6,0.02,0,7,9,7,Good,105,0.39,200,1
24,Lawyer,53908,9,5,0.17,5,44,21,8,Bad,3078,0.39,164,0
24,Lawyer,53908,9,5,0.17,5,36,19,8,Bad,3078,0.33,168,0
24,Lawyer,53908,9,5,0.17,5,39,21,11,Bad,3078,0.37,169,0
45,Manager,16718,8,10,0.25,5,57,20,6,Bad,2931,0.31,102,1
45,Manager,16718,8,10,0.25,5,61,20,6,Bad,2931,0.36,103,0
45,Manager,16718,8,10,0.25,5,61,20,6,Bad,2931,0.38,104,0
45,Manager,16718,8,10,0.25,5,61,20,6,Bad,2931,0.33,106,1
38,Manager,83355,6,4,0.08,2,12,14,2,Standard,677,0.35,355,1
38,Manager,83355,6,4,0.08,2,11,15,4,Standard,677,0.36,359,2
39,Manager,83355,6,4,0.08,2,11,15,4,Standard,677,0.26,362,1
43,Media_Manager,11646,6,3,0.14,2,14,23,6,Standard,847,0.34,221,2
43,Media_Manager,11646,6,3,0.14,2,18,20,6,Standard,847,0.3,222,2
43,Media_Manager,11646,6,3,0.14,2,14,18,6,Standard,847,0.38,223,2
44,Media_Manager,11646,6,3,0.14,2,14,20,6,Standard,847,0.26,224,1
44,Media_Manager,11646,6,3,0.14,2,14,20,6,Standard,847,0.31,225,1
45,Writer,69577,5,6,0.03,3,16,5,1,Good,491,0.25,225,0
45,Writer,69577,5,6,0.03,3,16,6,1,Good,491,0.41,227,0
45,Writer,69577,5,6,0.03,3,18,6,1,Good,491,0.25,229,1
36,Developer,25621,3,7,0.03,2,14,8,2,Good,1336,0.3,371,2
36,Developer,25621,3,7,0.03,2,14,9,2,Good,1336,0.38,372,2
37,Developer,25621,3,7,0.03,2,14,9,2,Good,1336,0.27,373,1
37,Developer,25621,3,7,0.03,2,14,10,2,Good,1336,0.32,374,1
29,Architect,55324,9,5,0.28,8,60,21,7,Bad,4270,0.35,91,1
29,Architect,55324,9,5,0.28,8,60,21,7,Bad,4270,0.35,93,1
29,Architect,55324,9,5,0.28,8,60,21,7,Bad,4270,0.33,96,1
29,Architect,55324,9,5,0.28,8,60,21,7,Bad,4270,0.38,97,1
45,Lawyer,42947,4,7,0.15,2,10,20,7,Standard,2266,0.39,178,0
45,Lawyer,42947,4,7,0.15,2,8,17,7,Standard,2266,0.37,179,1
45,Lawyer,42947,4,7,0.15,2,15,20,7,Standard,2266,0.31,180,0
45,Lawyer,42947,4,7,0.15,2,6,20,7,Standard,2266,0.37,182,0
45,Lawyer,42947,4,7,0.15,2,15,20,12,Standard,2266,0.35,185,1
37,Entrepreneur,60263,10,5,0.2,5,35,27,11,Bad,1400,0.3,117,0
37,Entrepreneur,60263,10,5,0.2,5,40,25,11,Bad,1400,0.39,118,0
37,Entrepreneur,60263,10,5,0.2,5,40,25,14,Bad,1400,0.38,122,0
37,Teacher,44036,2,3,0.11,4,15,3,1,Good,992,0.34,347,1
37,Teacher,44036,2,3,0.11,4,15,4,1,Good,992,0.37,348,1
37,Teacher,44036,2,3,0.11,4,15,3,4,Good,992,0.37,349,1
37,Teacher,44036,2,3,0.11,4,15,3,4,Good,992,0.24,351,1
37,Teacher,44036,2,3,0.11,4,15,4,4,Good,992,0.35,352,0
37,Teacher,44036,2,3,0.11,4,15,3,4,Good,992,0.36,354,0
30,Entrepreneur,16568,5,3,0.18,1,14,8,4,Standard,478,0.4,347,1
30,Entrepreneur,16568,5,3,0.18,1,14,8,5,Standard,478,0.41,352,1
29,Writer,14952,10,8,0.22,9,19,28,10,Bad,3566,0.27,48,0
29,Writer,14952,10,8,0.22,9,19,27,10,Bad,3566,0.38,50,1
44,Engineer,155726,2,3,0.08,0,10,2,7,Good,1170,0.38,360,2
44,Engineer,155726,2,3,0.08,0,10,2,7,Good,1170,0.3,361,2
44,Engineer,155726,2,3,0.08,0,10,1,7,Good,1170,0.39,366,0
46,Entrepreneur,36591,7,5,0.05,4,19,10,3,Standard,575,0.35,396,1
46,Entrepreneur,36591,7,5,0.05,4,17,10,3,Standard,575,0.26,397,1
50,Media_Manager,47280,5,3,0.17,0,8,20,3,Standard,1134,0.3,325,1
51,Media_Manager,47280,5,3,0.17,0,12,19,3,Standard,1134,0.4,326,1
51,Media_Manager,47280,5,3,0.17,0,7,20,3,Standard,1134,0.38,327,1
