Age,Annual_Income,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Credit_Score
29,10401,9,10,0.22,2,49,16,15,Bad,2106,0.37,95,Standard
37,90160,5,3,0.2,4,17,16,2,Standard,1174,0.39,297,Standard
41,41600,7,3,0.17,6,27,10,11,Standard,2600,0.24,244,Poor
24,14114,8,5,0.05,5,16,14,7,Standard,1453,0.39,132,Standard
45,85862,3,7,0.13,0,11,18,4,Standard,1201,0.28,206,Good
35,19213,9,10,0.2,8,31,23,10,Bad,4992,0.39,11,Poor
28,18733,10,8,0.22,9,35,21,13,Bad,3801,0.33,40,Standard
36,19055,8,7,0.14,1,19,18,5,Standard,61,0.31,267,Standard
32,18378,6,3,0.34,7,15,12,8,Standard,1834,0.32,156,Poor
22,50340,7,4,0.15,1,29,18,7,Standard,464,0.33,300,Standard
37,106418,3,6,0.15,3,17,15,12,Standard,848,0.32,68,Poor
41,17680,10,5,0.17,6,23,9,12,Standard,2253,0.41,110,Poor
55,58885,1,6,0.02,3,5,11,0,Good,415,0.31,291,Good
23,44178,4,3,0.06,4,0,1,4,Good,300,0.29,216,Standard
29,68309,10,7,0.18,5,48,22,14,Bad,4249,0.36,146,Good
45,7059,7,7,0.32,5,43,19,7,Bad,4540,0.29,78,Poor
24,43335,7,5,0.19,6,48,13,12,Standard,1264,0.33,230,Poor
46,42237,5,7,0.04,4,8,11,3,Good,1170,0.26,311,Poor
31,147996,2,4,0.06,3,5,9,2,Good,248,0.33,286,Good
38,35006,7,7,0.33,3,47,17,11,Bad,2680,0.37,162,Poor
41,85059,4,3,0.17,5,5,15,13,Standard,353,0.3,216,Standard
28,142815,1,2,0.12,4,7,12,1,Good,651,0.27,221,Good
32,58792,1,4,0.01,0,15,12,2,Good,57,0.3,222,Standard
32,83311,10,7,0.27,8,41,19,8,Bad,3729,0.2,165,Poor
41,21384,4,4,0.15,2,24,15,9,Standard,691,0.25,324,Standard
21,13506,3,5,0.12,0,22,8,8,Standard,945,0.32,84,Standard
53,22246,4,6,0.2,2,25,15,3,Standard,8,0.3,270,Poor
48,140731,8,6,0.11,3,30,18,3,Standard,125,0.3,258,Good
48,33683,8,6,0.09,4,19,20,3,Good,622,0.28,400,Standard
49,130130,8,6,0.16,1,21,20,0,Standard,473,0.32,317,Standard
21,9921,7,9,0.26,8,57,19,16,Bad,4703,0.25,156,Standard
22,9446,6,7,0.09,7,23,15,8,Standard,1689,0.36,234,Poor
30,19599,6,7,0.31,5,20,19,7,Standard,1825,0.3,184,Poor
36,89722,2,5,0.05,2,2,7,7,Good,1071,0.33,201,Standard
49,86186,7,3,0.1,3,28,10,4,Standard,524,0.31,189,Standard
38,16421,7,3,0.21,5,3,14,9,Standard,2450,0.35,100,Poor
43,36366,5,4,0.13,2,16,18,4,Standard,484,0.25,390,Standard
38,47291,10,6,0.28,8,38,20,8,Bad,3148,0.29,158,Standard
36,15377,3,4,0.05,3,2,10,8,Good,678,0.29,339,Good
47,57728,4,6,0.08,4,23,9,3,Good,167,0.4,239,Good
40,16724,4,4,0.11,0,16,6,1,Good,139,0.29,393,Good
30,16598,7,6,0.31,5,9,13,13,Standard,1689,0.24,92,Poor
45,62565,8,8,0.24,4,17,21,8,Bad,1401,0.33,182,Poor
35,87671,7,3,0.12,4,11,14,12,Standard,1375,0.31,173,Standard
25,21339,7,7,0.2,0,5,20,5,Standard,570,0.37,400,Poor
44,31356,10,9,0.25,7,29,21,6,Bad,3244,0.33,54,Poor
39,29220,2,2,0.12,4,8,7,7,Good,1051,0.26,342,Good
53,19740,1,5,0.01,1,4,8,0,Good,23,0.38,303,Good
26,30377,6,5,0.1,1,26,15,5,Standard,1435,0.36,358,Standard
52,29060,8,5,0.09,4,11,15,3,Standard,865,0.35,239,Standard
35,83989,7,7,0.19,7,59,10,11,Standard,1926,0.4,188,Standard
38,16756,9,6,0.22,2,48,12,8,Standard,1941,0.26,189,Poor
21,33337,9,9,0.24,7,41,24,13,Bad,3652,0.35,82,Poor
42,80264,6,5,0.31,4,37,24,13,Bad,1522,0.34,83,Standard
43,18623,7,6,0.16,6,18,19,8,Bad,1932,0.32,176,Poor
35,117946,4,5,0.01,3,4,0,0,Good,573,0.37,309,Standard
36,49187,6,6,0.25,6,31,12,7,Standard,1357,0.39,212,Standard
29,58194,5,7,0.2,5,22,18,4,Standard,1208,0.29,118,Standard
31,124683,5,6,0.08,7,25,8,12,Standard,318,0.3,173,Standard
42,90429,0,2,0.1,1,2,2,4,Good,1127,0.34,376,Good
23,16674,6,6,0.06,4,8,20,13,Standard,2187,0.26,218,Poor
42,178088,5,4,0.11,3,22,12,0,Good,676,0.38,226,Standard
35,20302,6,5,0.17,6,28,25,11,Bad,4828,0.4,118,Poor
32,14924,8,7,0.16,2,7,17,7,Standard,22,0.23,137,Standard
45,22517,3,5,0.06,0,9,20,4,Standard,729,0.24,200,Standard
30,16361,6,9,0.31,8,45,19,6,Bad,4949,0.24,53,Standard
41,37840,3,3,0.12,1,4,0,1,Good,120,0.39,208,Standard
31,10250,7,4,0.19,4,21,18,7,Standard,1437,0.39,106,Poor
31,15067,7,5,0.16,5,24,16,9,Bad,3980,0.24,172,Standard
35,37822,7,8,0.34,9,29,22,9,Bad,3805,0.3,143,Poor
51,25795,5,7,0.09,0,28,19,4,Standard,777,0.25,360,Good
51,35991,3,4,0.03,3,9,2,3,Good,792,0.3,204,Good
26,46036,6,6,0.19,5,53,17,8,Bad,2576,0.24,180,Poor
30,69082,3,3,0.33,3,11,13,6,Standard,1467,0.29,136,Standard
29,35566,6,8,0.32,6,20,11,12,Standard,2203,0.33,100,Standard
36,59961,5,1,0.07,3,14,3,6,Good,91,0.39,359,Good
35,17680,9,7,0.23,5,38,24,11,Bad,4894,0.28,84,Poor
25,32382,4,7,0.05,2,17,17,4,Standard,626,0.31,359,Good
32,46586,6,4,0.06,6,11,17,5,Standard,1787,0.37,226,Standard
31,59050,8,8,0.28,9,56,23,10,Bad,4283,0.34,30,Standard
49,23079,3,5,0.08,3,7,15,6,Good,850,0.34,321,Good
23,22119,2,7,0.11,2,0,0,3,Good,1111,0.34,322,Good
25,44248,9,7,0.31,6,41,17,8,Bad,1857,0.3,138,Poor
44,13613,7,6,0.11,0,5,17,5,Standard,506,0.35,207,Standard
32,38103,8,7,0.16,0,3,9,5,Standard,129,0.29,392,Poor
42,67426,4,6,0.05,5,19,10,7,Standard,671,0.32,161,Standard
32,20501,6,7,0.17,8,47,15,12,Bad,3373,0.26,113,Poor
24,17188,6,9,0.16,6,56,20,7,Bad,1751,0.37,93,Poor
44,21759,3,4,0.11,1,17,16,2,Standard,1218,0.35,287,Poor
21,18707,10,9,0.28,4,61,18,8,Bad,1362,0.41,233,Poor
36,20915,9,8,0.21,2,28,14,6,Bad,2186,0.24,135,Poor
46,138154,5,2,0.08,3,14,9,4,Good,1251,0.43,338,Standard
29,119568,0,4,0.01,3,9,11,0,Good,451,0.41,279,Standard
43,63539,8,7,0.15,2,16,18,14,Bad,2638,0.37,203,Poor
33,19455,7,3,0.2,2,15,17,9,Standard,1427,0.36,153,Standard
21,56122,10,8,0.31,4,34,20,13,Standard,1274,0.37,183,Standard
25,50528,9,10,0.17,9,36,18,10,Bad,2664,0.37,160,Poor
29,29758,5,6,0.08,3,28,17,4,Standard,817,0.41,327,Standard
29,25355,8,4,0.12,3,9,8,3,Standard,172,0.26,190,Standard
35,56038,5,4,0.1,2,7,14,4,Good,264,0.32,256,Good
28,16861,2,6,0.02,3,0,8,2,Good,408,0.38,284,Standard
34,35166,4,4,0.02,1,15,12,3,Good,1185,0.39,256,Good
28,20685,6,5,0.27,4,42,19,10,Bad,1256,0.36,237,Standard
52,22489,5,5,0.07,2,11,12,5,Good,1189,0.37,210,Standard
27,124885,3,6,0.01,1,11,15,0,Good,935,0.33,370,Standard
26,20833,6,6,0.34,5,36,22,9,Bad,4987,0.37,52,Poor
30,20456,7,10,0.15,9,28,18,9,Bad,4424,0.32,98,Standard
36,28485,8,5,0.05,1,16,15,5,Standard,339,0.25,402,Standard
54,17321,6,7,0.13,1,20,17,2,Standard,589,0.32,371,Standard
49,27525,6,6,0.06,0,24,19,2,Standard,999,0.27,284,Standard
47,122050,3,2,0.08,4,15,5,5,Good,490,0.34,264,Good
27,32763,7,7,0.05,4,16,13,8,Standard,574,0.38,226,Good
35,179987,5,5,0.08,4,14,8,1,Good,741,0.44,254,Poor
33,72414,5,6,0.19,4,7,17,2,Standard,1020,0.4,305,Standard
38,63259,4,4,0.17,6,17,19,7,Standard,2572,0.37,216,Standard
26,31137,6,6,0.31,8,16,20,8,Bad,2938,0.31,32,Standard
44,33714,10,10,0.15,9,30,19,6,Bad,3086,0.27,27,Poor
28,19903,1,4,0.07,0,0,2,6,Good,1015,0.35,352,Standard
34,19171,10,10,0.34,9,37,23,13,Bad,2092,0.35,142,Poor
52,33254,4,7,0.03,0,29,3,2,Good,67,0.32,213,Poor
40,52742,4,7,0.15,3,20,14,11,Standard,1645,0.37,144,Poor
30,177546,5,1,0.05,0,8,6,1,Good,715,0.32,365,Standard
35,48662,7,7,0.05,4,32,13,2,Standard,660,0.39,378,Standard
43,70334,9,9,0.21,3,55,23,15,Bad,1438,0.32,194,Poor
35,17164,3,6,0.18,3,9,8,8,Standard,172,0.31,114,Standard
39,40908,0,7,0.1,0,12,8,4,Good,1210,0.28,209,Standard
31,14012,4,6,0.14,3,30,8,3,Standard,702,0.22,191,Standard
41,126382,5,3,0.09,3,23,8,0,Good,753,0.3,272,Good
42,30416,5,4,0.04,0,15,3,3,Good,1021,0.25,227,Good
52,19271,6,4,0.09,3,35,9,2,Standard,368,0.26,393,Standard
49,15055,3,3,0.08,3,6,4,7,Good,360,0.39,215,Standard
41,30963,3,5,0.05,2,22,21,1,Standard,759,0.29,239,Standard
32,18070,9,7,0.34,3,41,25,8,Bad,2493,0.39,114,Poor
32,59241,4,5,0.09,3,7,10,2,Good,690,0.37,290,Standard
41,65588,7,4,0.11,3,18,20,0,Good,1292,0.24,375,Good
33,17914,6,6,0.11,5,26,9,5,Standard,703,0.38,120,Standard
48,100233,6,4,0.02,3,5,15,4,Good,616,0.37,310,Standard
52,35444,1,5,0.05,0,17,11,2,Good,1348,0.27,219,Standard
29,45250,4,3,0.15,6,28,15,12,Standard,492,0.4,138,Standard
38,77190,4,7,0.05,7,13,12,7,Standard,75,0.26,202,Standard
30,64030,6,6,0.15,5,11,15,11,Standard,1253,0.27,180,Standard
41,8578,4,10,0.31,5,31,14,6,Standard,1425,0.32,200,Standard
53,31223,8,3,0.09,4,29,13,3,Good,906,0.39,376,Standard
50,31002,8,6,0.1,0,5,12,2,Standard,1256,0.33,314,Standard
42,9275,8,8,0.24,4,40,21,12,Bad,1746,0.3,154,Poor
31,66999,10,9,0.27,7,15,23,11,Bad,1619,0.32,146,Poor
43,88685,0,2,0.03,4,8,4,8,Good,1429,0.25,264,Good
45,49316,7,8,0.2,2,55,20,12,Bad,2080,0.37,189,Poor
26,9582,5,7,0.07,2,8,13,1,Good,820,0.27,400,Poor
22,10568,4,6,0.08,0,17,20,7,Standard,1062,0.23,194,Poor
23,83334,5,3,0.03,3,6,3,8,Good,1188,0.29,237,Poor
27,17469,7,9,0.18,5,46,16,10,Bad,3645,0.23,74,Poor
54,19206,5,4,0.07,1,13,0,6,Good,291,0.35,291,Poor
36,24376,4,7,0.1,1,6,16,1,Standard,1109,0.33,264,Standard
21,130353,5,6,0.1,1,2,2,6,Good,804,0.25,298,Standard
54,29020,5,4,0.05,4,0,0,6,Good,1252,0.25,212,Good
42,28570,4,5,0.18,1,7,12,5,Standard,1204,0.37,267,Standard
50,86957,5,3,0.2,0,16,16,5,Standard,424,0.27,324,Good
35,76170,5,7,0.16,6,17,14,11,Standard,567,0.36,171,Standard
36,16735,9,10,0.15,7,48,14,11,Standard,2168,0.36,221,Standard
32,9277,7,5,0.25,9,41,25,9,Bad,3804,0.26,72,Standard
32,27676,3,7,0.02,2,29,11,2,Good,1216,0.3,329,Poor
35,104988,8,7,0.01,0,27,17,3,Good,87,0.33,206,Poor
44,63756,8,3,0.01,1,17,13,0,Good,950,0.43,380,Poor
39,9415,8,10,0.33,6,42,25,14,Bad,3383,0.24,64,Good
23,19234,5,5,0.06,2,20,15,4,Standard,844,0.35,281,Standard
50,97637,3,6,0.03,1,18,14,1,Good,82,0.42,311,Good
33,9769,8,8,0.28,7,16,16,13,Bad,1948,0.24,80,Poor
40,46003,8,6,0.34,6,17,16,12,Bad,2681,0.3,58,Poor
33,19801,6,7,0.31,7,39,21,8,Bad,1515,0.32,174,Standard
35,8304,3,4,0.2,3,16,20,7,Standard,1383,0.27,243,Standard
44,36823,6,7,0.17,4,18,18,4,Standard,772,0.37,232,Standard
45,107626,3,5,0.11,3,28,14,8,Standard,914,0.29,227,Standard
46,27288,5,3,0.05,4,9,8,6,Standard,1354,0.41,236,Standard
48,35730,5,6,0.03,4,11,13,4,Good,1185,0.3,264,Standard
32,43978,6,7,0.09,2,24,16,1,Standard,1102,0.34,213,Standard
56,95774,6,3,0.05,3,12,12,3,Standard,704,0.27,370,Standard
39,38331,3,5,0.01,4,5,2,3,Good,1473,0.3,227,Good
40,19660,3,2,0.12,0,13,9,3,Good,941,0.26,340,Good
56,27175,8,3,0.17,1,11,13,7,Standard,1010,0.3,336,Standard
50,75520,4,7,0.13,4,13,12,4,Standard,1447,0.29,270,Standard
48,95421,2,4,0.06,0,7,4,2,Good,410,0.27,215,Good
29,41587,5,4,0.03,2,5,7,4,Good,1353,0.26,198,Good
56,178793,1,1,0.11,0,13,6,7,Good,1015,0.32,263,Good
23,31856,3,1,0.05,3,12,3,7,Good,1178,0.34,366,Standard
46,8068,9,10,0.32,5,33,14,11,Bad,3984,0.33,81,Poor
35,24095,7,6,0.16,3,16,13,4,Standard,1263,0.29,226,Good
22,53579,10,7,0.22,2,13,20,15,Standard,2322,0.31,95,Poor
43,15647,10,5,0.17,6,47,25,13,Bad,4973,0.23,126,Standard
50,15749,0,3,0.02,3,3,6,2,Good,750,0.32,345,Good
39,20992,5,9,0.25,2,24,15,11,Standard,1403,0.39,130,Poor
49,60725,3,3,0.19,1,15,12,8,Standard,977,0.4,232,Standard
49,31802,3,5,0.14,3,6,10,3,Standard,1369,0.29,317,Poor
53,43594,1,3,0.02,2,4,2,2,Good,1231,0.27,340,Standard
21,18736,10,6,0.25,7,49,18,12,Bad,4384,0.38,10,Good
35,61654,4,3,0.12,1,12,17,5,Standard,340,0.27,192,Standard
51,14179,5,2,0.05,3,9,2,1,Good,1362,0.36,372,Standard
40,26411,5,6,0.06,4,26,16,6,Good,1223,0.26,352,Standard
29,45412,8,6,0.3,6,28,17,10,Bad,4601,0.34,62,Standard
31,9265,10,9,0.24,9,40,16,8,Bad,4301,0.31,136,Poor
51,42112,5,6,0.09,4,1,3,4,Good,1052,0.25,202,Standard
37,14619,4,5,0.06,3,21,11,4,Good,107,0.3,257,Poor
27,45404,9,8,0.22,7,55,20,11,Standard,2313,0.29,190,Poor
38,49570,6,8,0.24,4,19,21,8,Bad,1697,0.32,138,Poor
42,14096,9,7,0.28,8,26,15,12,Bad,1398,0.29,210,Poor
23,38060,6,6,0.31,6,31,25,12,Bad,3813,0.23,53,Standard
47,179825,5,6,0.02,4,6,5,0,Good,485,0.32,230,Good
36,89780,4,5,0.12,4,5,7,2,Good,540,0.29,292,Good
35,28415,2,2,0.12,2,6,10,1,Good,1112,0.32,291,Good
24,58704,6,3,0.08,1,18,15,2,Standard,244,0.27,302,Standard
39,18122,3,4,0.07,6,10,15,7,Standard,2686,0.23,194,Poor
42,22089,7,3,0.06,2,31,18,4,Standard,346,0.34,298,Standard
25,169106,4,5,0.12,4,14,6,4,Good,254,0.32,218,Good
43,75050,7,7,0.11,4,8,16,9,Standard,509,0.25,209,Standard
43,19570,10,10,0.26,8,26,23,9,Bad,2711,0.28,168,Poor
31,16014,7,6,0.29,9,26,24,9,Bad,1280,0.27,116,Poor
22,43311,3,4,0.09,3,14,8,1,Good,951,0.34,280,Standard
31,7087,8,5,0.14,6,30,10,8,Standard,54,0.37,81,Standard
45,144456,4,3,0.06,5,27,19,8,Standard,1061,0.38,167,Standard
34,19506,9,7,0.22,6,47,12,15,Bad,1594,0.24,178,Poor
41,7901,8,7,0.14,5,24,17,8,Standard,2154,0.28,159,Standard
39,14930,3,4,0.03,4,12,8,5,Good,1326,0.33,206,Good
38,15512,3,4,0.13,5,10,9,9,Standard,865,0.35,144,Standard
28,23459,8,5,0.09,2,13,10,5,Standard,264,0.25,303,Poor
43,17315,8,8,0.2,2,33,8,12,Standard,1728,0.36,220,Standard
54,114588,5,7,0.2,0,18,17,5,Standard,941,0.32,401,Standard
21,18314,6,7,0.18,2,19,9,11,Standard,1450,0.31,164,Poor
29,36794,7,4,0.09,0,27,15,5,Standard,1117,0.38,106,Standard
54,68042,4,7,0.07,0,7,12,4,Standard,1163,0.36,257,Poor
40,82668,7,4,0.16,2,28,7,6,Standard,1596,0.26,105,Poor
29,127052,4,5,0.18,7,16,12,8,Standard,1339,0.33,195,Standard
25,34742,6,4,0.19,3,24,11,9,Standard,2503,0.35,124,Poor
34,35971,2,5,0.09,2,4,6,4,Good,1435,0.31,370,Good
36,162053,1,7,0.11,1,7,7,3,Good,1469,0.34,296,Standard
37,20496,3,3,0.06,2,20,15,4,Standard,1165,0.26,302,Standard
36,19753,6,6,0.25,8,44,18,11,Bad,4121,0.22,164,Poor
22,23520,7,7,0.06,7,31,10,6,Standard,1235,0.4,124,Good
26,19657,4,3,0.15,2,26,13,5,Standard,1480,0.33,74,Standard
44,31748,7,6,0.14,0,13,8,1,Standard,1134,0.36,386,Standard
27,36783,10,5,0.17,7,15,19,12,Bad,4555,0.23,24,Poor
21,32102,3,7,0.1,0,9,13,5,Standard,1210,0.27,230,Poor
22,31156,7,4,0.15,5,5,12,7,Standard,159,0.25,227,Standard
49,19867,3,5,0.11,3,10,9,4,Good,707,0.27,392,Good
48,28225,1,4,0.06,0,11,0,8,Good,245,0.35,263,Good
52,14274,7,6,0.1,0,16,12,5,Good,1251,0.36,344,Poor
23,167545,5,4,0.02,3,14,9,0,Good,503,0.26,195,Good
35,14192,4,3,0.19,4,12,8,8,Standard,1483,0.38,207,Standard
41,72145,1,6,0.1,0,4,11,0,Good,1285,0.4,329,Standard
34,20274,1,6,0.05,1,8,3,3,Good,11,0.24,264,Standard
33,115484,5,6,0.05,0,2,6,3,Good,715,0.39,230,Poor
41,49732,5,7,0.18,6,8,8,5,Standard,136,0.28,70,Poor
30,75488,7,7,0.2,2,16,23,12,Bad,1888,0.29,86,Poor
52,23211,7,5,0.1,3,24,16,1,Standard,361,0.26,305,Standard
23,66978,8,4,0.12,3,5,12,0,Standard,462,0.25,288,Standard
22,134393,1,3,0.12,2,13,1,3,Good,945,0.35,308,Standard
41,32152,4,3,0.05,1,25,17,3,Standard,1100,0.27,378,Standard
44,17064,1,2,0.08,1,16,1,4,Good,858,0.28,243,Good
45,33381,8,3,0.08,5,6,19,7,Standard,1403,0.26,141,Standard
42,12705,6,6,0.17,2,27,10,5,Standard,314,0.27,270,Poor
39,44512,8,4,0.13,3,5,9,8,Standard,939,0.29,275,Standard
36,33045,4,3,0.1,0,1,9,9,Good,1243,0.38,315,Good
40,76374,8,7,0.12,2,26,7,3,Standard,1060,0.39,358,Good
32,17282,5,4,0.01,2,17,18,2,Good,188,0.32,358,Poor
42,138188,7,7,0.07,6,10,16,7,Standard,277,0.28,237,Standard
37,19944,8,9,0.3,5,22,21,9,Bad,2153,0.24,170,Poor
38,97826,5,3,0.15,4,12,12,7,Standard,395,0.32,81,Standard
43,84379,3,4,0.12,0,11,2,5,Good,498,0.38,328,Standard
46,126091,1,5,0.06,0,0,3,2,Good,1456,0.34,232,Good
53,118446,3,1,0.08,0,7,2,6,Good,912,0.31,189,Good
42,65804,8,4,0.05,4,22,16,1,Standard,1068,0.27,382,Standard
43,8719,9,5,0.19,6,40,10,14,Standard,1643,0.36,107,Poor
24,20937,8,8,0.3,3,54,19,8,Standard,1794,0.38,100,Poor
49,37813,5,6,0.11,2,13,5,4,Good,880,0.29,221,Standard
39,47888,4,4,0.27,4,9,16,8,Standard,1835,0.36,174,Poor
38,73028,7,6,0.34,8,51,16,9,Bad,3641,0.23,173,Standard
55,18167,1,7,0.05,3,10,3,4,Good,718,0.24,386,Standard
26,90487,4,4,0.12,7,21,13,13,Standard,1416,0.31,132,Standard
56,28517,1,4,0.08,4,0,7,1,Good,263,0.25,197,Good
25,17234,7,3,0.07,3,16,10,2,Standard,901,0.31,344,Standard
36,15270,10,9,0.31,6,45,22,8,Bad,2576,0.28,75,Poor
23,80442,8,7,0.21,9,27,20,10,Bad,2738,0.35,16,Standard
39,15106,6,9,0.16,8,53,16,13,Bad,1389,0.23,99,Poor
25,30555,2,6,0.11,0,0,9,5,Good,418,0.35,274,Standard
48,16609,1,2,0.04,3,12,4,3,Good,864,0.38,279,Standard
26,30619,5,3,0.18,0,34,16,11,Standard,701,0.26,298,Good
53,40019,2,1,0.02,4,1,4,6,Good,1445,0.35,246,Standard
26,57055,4,4,0.09,4,19,15,7,Standard,470,0.32,100,Standard
32,110525,7,7,0.09,5,21,16,8,Standard,993,0.39,107,Poor
28,79950,3,1,0.1,4,20,5,2,Good,515,0.25,298,Good
31,69502,3,7,0.17,2,15,9,10,Standard,1065,0.41,370,Standard
31,99912,1,5,0.05,1,16,5,1,Good,148,0.39,273,Poor
29,31316,0,2,0.06,2,13,5,1,Good,800,0.36,222,Good
32,57852,8,10,0.18,8,22,16,8,Bad,4766,0.38,70,Poor
43,109864,8,6,0.16,0,15,10,7,Standard,35,0.41,244,Standard
22,126115,8,7,0.19,4,13,14,3,Standard,1208,0.27,351,Good
39,18610,6,8,0.22,5,57,15,8,Bad,1931,0.36,100,Poor
32,18495,3,3,0.07,4,11,17,10,Standard,1216,0.33,168,Good
37,31909,9,6,0.29,8,18,21,8,Bad,3409,0.3,107,Standard
23,91836,6,7,0.12,1,14,22,6,Good,164,0.37,226,Poor
38,31153,2,5,0.09,3,14,9,5,Good,737,0.29,224,Standard
22,72576,5,3,0.07,4,5,14,1,Good,478,0.39,300,Good
49,32260,1,4,0.02,3,13,7,4,Good,1016,0.33,382,Good
30,58337,8,6,0.19,2,7,10,8,Standard,1322,0.39,216,Poor
26,121466,0,7,0.08,2,2,12,2,Good,475,0.38,370,Good
36,61351,8,10,0.18,5,35,22,9,Bad,2240,0.26,209,Poor
22,32667,6,8,0.32,7,45,13,7,Bad,3908,0.39,18,Standard
22,104994,7,4,0.09,3,19,13,1,Standard,536,0.41,366,Standard
43,20498,7,6,0.32,2,18,15,11,Standard,1473,0.31,237,Standard
42,40225,0,5,0.11,1,11,1,8,Good,674,0.39,189,Standard
32,66614,6,4,0.27,7,24,10,10,Standard,1287,0.38,150,Standard
33,43600,8,4,0.17,5,13,16,8,Standard,773,0.39,149,Standard
55,31438,1,4,0.09,1,2,7,5,Good,81,0.4,400,Good
21,175718,4,4,0.02,1,30,11,3,Good,444,0.38,204,Standard
21,29908,1,4,0.05,4,0,9,3,Good,1179,0.3,236,Good
30,11203,8,7,0.05,4,27,13,6,Standard,954,0.27,167,Standard
29,69654,6,10,0.26,6,39,12,10,Bad,3002,0.29,144,Standard
32,85740,8,7,0.18,6,13,16,9,Standard,561,0.24,143,Standard
37,69840,6,5,0.1,1,21,8,4,Good,651,0.4,230,Good
43,64090,4,7,0.08,2,0,8,9,Good,386,0.25,234,Good
45,73083,7,9,0.28,6,38,15,6,Bad,2549,0.25,72,Poor
25,136747,4,3,0.06,2,8,11,2,Standard,37,0.27,400,Good
30,7457,10,6,0.24,6,51,23,8,Bad,4736,0.38,51,Standard
35,12127,4,4,0.11,1,27,19,5,Standard,581,0.29,372,Poor
26,46010,7,8,0.15,3,25,24,13,Bad,1380,0.33,144,Poor
21,15307,2,1,0.03,0,5,1,3,Good,705,0.39,298,Standard
29,22050,5,4,0.12,1,0,13,9,Standard,37,0.28,394,Good
33,36926,9,5,0.18,2,49,16,11,Bad,1996,0.35,171,Standard
39,15266,5,6,0.17,7,29,19,9,Standard,877,0.37,200,Standard
49,27268,3,5,0.05,0,12,9,4,Standard,1446,0.39,380,Standard
22,32493,3,7,0.11,4,8,9,8,Good,412,0.38,335,Standard
25,48331,7,9,0.32,6,55,22,9,Bad,3465,0.37,146,Good
56,106251,0,4,0.07,3,12,2,3,Good,513,0.37,347,Standard
45,23973,7,7,0.1,2,18,14,11,Standard,874,0.36,393,Standard
38,10150,6,7,0.28,7,33,15,14,Bad,2673,0.26,124,Standard
53,74213,5,6,0.06,0,17,9,3,Standard,201,0.34,221,Good
32,22320,5,6,0.18,2,24,11,7,Standard,1426,0.37,240,Standard
35,17646,4,6,0.14,4,29,17,8,Standard,414,0.4,88,Standard
23,91459,8,6,0.2,4,29,18,3,Standard,1323,0.41,359,Good
37,43108,3,6,0.08,0,19,14,5,Good,905,0.35,344,Good
36,16769,6,5,0.28,7,61,18,11,Bad,1969,0.4,90,Standard
29,12410,3,5,0.11,7,29,19,6,Standard,1286,0.26,228,Standard
25,19966,7,8,0.31,7,44,24,14,Bad,4820,0.28,141,Poor
53,75893,6,5,0.01,0,22,16,1,Good,500,0.32,238,Good
45,31564,6,6,0.13,4,11,17,6,Standard,1077,0.26,201,Standard
21,52410,3,4,0.06,4,11,18,4,Standard,361,0.38,216,Standard
28,16054,8,5,0.3,8,39,18,14,Bad,4121,0.33,125,Poor
25,20616,10,6,0.15,5,34,27,6,Bad,1776,0.23,96,Poor
27,103351,3,7,0.08,2,12,8,8,Standard,1246,0.3,106,Poor
41,41073,8,10,0.25,3,60,15,13,Bad,2446,0.33,155,Standard
30,37550,0,5,0.09,2,10,0,0,Good,417,0.34,275,Good
31,135883,6,7,0.08,1,9,10,2,Standard,132,0.28,281,Good
26,81462,6,7,0.19,4,14,14,8,Standard,1200,0.26,378,Standard
49,19271,0,4,0.07,0,11,9,8,Good,113,0.38,220,Good
40,31357,0,4,0.08,4,0,10,3,Good,1390,0.27,341,Good
23,15987,10,6,0.3,7,54,25,10,Bad,2698,0.27,16,Standard
31,17653,9,8,0.2,6,17,20,13,Bad,1846,0.36,160,Poor
26,14560,6,8,0.3,9,22,23,7,Bad,3831,0.32,105,Standard
41,72508,6,7,0.2,4,11,14,0,Standard,1057,0.31,389,Standard
42,130125,5,2,0.11,2,3,0,3,Good,1195,0.31,198,Good
38,14688,7,6,0.08,3,27,15,5,Standard,936,0.24,138,Good
22,44962,3,2,0.11,1,5,8,0,Good,565,0.3,250,Standard
26,8928,9,10,0.16,5,49,15,10,Bad,1506,0.34,138,Poor
40,23200,3,7,0.05,0,29,18,6,Standard,987,0.28,215,Standard
43,9846,5,6,0.16,1,10,10,8,Standard,550,0.34,225,Poor
39,49454,8,5,0.23,2,59,23,8,Bad,1388,0.29,160,Poor
21,73409,7,9,0.18,3,21,11,10,Standard,2529,0.24,225,Standard
28,65397,6,6,0.18,0,12,11,7,Standard,1392,0.34,378,Standard
31,19431,3,6,0.08,4,22,9,3,Standard,865,0.3,360,Standard
38,100284,5,7,0.18,3,9,8,4,Standard,333,0.32,368,Standard
31,74902,8,8,0.33,9,21,17,8,Bad,2900,0.37,160,Poor
45,107360,7,7,0.13,1,8,17,5,Standard,1456,0.35,206,Poor
43,35196,10,7,0.18,2,43,20,10,Standard,1908,0.39,86,Poor
43,28843,5,6,0.15,2,27,17,8,Standard,74,0.35,246,Standard
46,31931,7,3,0.1,3,5,19,2,Good,577,0.28,381,Good
