Age,Annual_Income,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Credit_Score
26,18798,9,8,0.2,9,35,20,13,Bad,4734,0.39,80,0
46,88348,3,5,0.15,0,10,14,9,Standard,261,0.27,315,0
44,46076,7,10,0.31,7,39,23,7,Bad,4914,0.34,34,1
45,22182,7,5,0.13,4,11,15,5,Standard,1170,0.29,75,0
49,32357,5,3,0.09,0,17,19,8,Good,681,0.29,321,0
43,54601,7,7,0.33,7,58,15,12,Bad,3665,0.35,57,1
24,31481,4,3,0.08,0,21,15,5,Good,650,0.31,401,0
38,85280,3,3,0.02,0,7,9,7,Good,825,0.38,358,0
43,34192,1,1,0.08,3,9,0,5,Good,178,0.25,365,0
34,40743,6,9,0.19,5,29,22,10,Bad,2791,0.29,75,0
21,15150,7,5,0.14,6,16,19,5,Standard,1672,0.33,72,1
39,76567,2,3,0.01,4,1,1,3,Good,1082,0.26,237,0
28,19370,6,3,0.1,3,10,16,6,Standard,482,0.35,260,0
21,8255,9,5,0.15,5,50,18,13,Standard,2619,0.37,216,0
36,31994,3,7,0.08,2,6,21,8,Standard,1197,0.23,200,0
26,59534,5,7,0.2,3,18,16,6,Standard,1350,0.27,128,0
23,14584,4,6,0.04,3,19,12,6,Standard,883,0.36,372,0
27,122425,4,4,0.06,2,29,20,2,Standard,1252,0.33,287,0
38,21206,1,5,0.04,1,5,10,4,Good,246,0.3,304,0
26,17135,6,8,0.19,6,28,15,10,Bad,4933,0.28,172,1
23,142717,5,4,0.13,0,26,13,9,Standard,1413,0.39,203,1
21,9901,7,5,0.21,3,12,17,11,Standard,2039,0.26,128,1
33,17774,6,9,0.33,9,55,25,13,Bad,3183,0.39,124,0
29,81481,3,4,0.07,2,7,15,4,Standard,211,0.3,300,0
41,56195,9,5,0.17,8,32,17,16,Bad,1450,0.33,186,0
26,10279,7,9,0.34,5,40,13,7,Bad,4072,0.36,53,1
37,32401,8,5,0.29,6,41,19,8,Bad,4607,0.23,114,1
30,87791,6,4,0.15,1,26,19,3,Standard,510,0.4,290,0
45,48610,5,4,0.1,3,15,20,6,Standard,1175,0.26,143,0
33,78363,5,5,0.06,4,7,8,10,Standard,25,0.28,207,0
39,9493,8,8,0.34,5,38,22,8,Bad,1558,0.32,136,1
41,32827,7,3,0.1,2,17,15,6,Standard,300,0.36,375,0
21,29937,0,1,0.02,1,5,5,6,Good,720,0.38,227,0
34,18514,0,4,0.08,2,4,2,3,Good,62,0.36,402,0
33,18380,5,5,0.11,4,12,14,4,Standard,1456,0.25,203,0
32,51162,7,10,0.34,5,51,19,9,Bad,1921,0.37,128,1
24,176696,5,7,0.12,4,4,8,6,Good,433,0.42,206,0
36,9888,8,7,0.33,5,21,17,10,Standard,1416,0.28,86,0
22,69050,3,3,0.1,0,17,18,3,Good,1382,0.27,364,0
25,18412,6,6,0.23,9,56,26,11,Bad,3825,0.23,144,0
45,142635,0,5,0.12,3,13,10,5,Good,462,0.38,251,1
29,76092,4,6,0.12,6,7,8,8,Standard,1266,0.31,71,0
53,103284,2,4,0.09,2,0,6,3,Good,256,0.38,390,0
22,23312,6,7,0.2,2,5,13,7,Standard,1067,0.26,378,0
27,30093,2,4,0.11,1,0,5,0,Good,22,0.34,322,0
42,132588,5,4,0.03,2,21,4,6,Good,36,0.39,245,1
46,29873,5,4,0.1,0,30,7,9,Good,1117,0.39,318,1
37,25899,8,4,0.09,3,12,9,6,Standard,69,0.34,400,0
40,58510,8,7,0.34,7,29,18,12,Bad,3603,0.24,42,1
26,44768,3,6,0.01,1,8,10,1,Standard,127,0.36,232,0
21,66914,8,6,0.19,4,9,18,8,Standard,181,0.4,224,1
36,36857,4,5,0.14,2,19,12,6,Standard,1911,0.33,135,0
44,103092,3,6,0.1,4,22,15,4,Standard,300,0.4,164,0
38,100433,1,5,0.1,2,13,5,6,Good,1023,0.32,250,0
24,82823,4,5,0.18,2,25,11,7,Standard,171,0.31,159,1
24,20196,9,9,0.17,7,50,19,11,Bad,2971,0.25,74,1
28,34132,4,6,0.04,4,7,13,2,Good,187,0.38,254,0
24,25664,7,7,0.17,0,10,11,2,Standard,3,0.29,314,1
41,35615,2,3,0.08,0,28,7,5,Good,1448,0.24,350,1
45,17296,6,10,0.3,5,21,18,9,Bad,4624,0.24,96,0
25,15701,8,10,0.3,9,21,22,9,Bad,1574,0.3,231,1
51,177350,4,1,0.1,4,6,3,2,Good,256,0.25,353,0
46,28956,8,6,0.22,5,24,24,11,Bad,2545,0.33,159,0
25,28263,7,5,0.24,2,21,11,8,Standard,1993,0.34,179,1
39,58267,8,6,0.17,4,25,9,7,Standard,1896,0.35,184,1
37,19427,4,6,0.16,6,26,15,7,Standard,696,0.29,134,0
22,124436,5,5,0.07,2,12,7,1,Good,529,0.32,360,0
31,167860,3,7,0.04,2,1,9,4,Good,706,0.32,281,0
24,15604,4,3,0.11,4,8,8,3,Good,1065,0.28,340,0
27,15391,7,7,0.19,3,20,12,7,Standard,939,0.39,245,0
21,132897,3,5,0.07,1,8,1,4,Good,1473,0.31,399,0
23,38038,2,3,0.1,2,1,0,4,Good,298,0.31,328,1
47,35539,3,4,0.05,0,19,8,2,Good,819,0.39,330,0
25,83873,7,4,0.05,3,10,16,7,Standard,90,0.38,69,0
26,34693,1,5,0.03,1,8,4,7,Good,1400,0.33,338,0
22,28560,4,7,0.12,1,2,12,2,Good,24,0.41,342,0
28,55378,6,9,0.17,9,29,20,16,Bad,3911,0.32,56,0
47,39296,4,0,0.01,4,4,9,3,Good,187,0.35,332,0
31,16472,4,3,0.06,0,13,7,9,Good,727,0.28,392,0
35,21687,1,1,0.12,4,1,8,7,Good,1370,0.24,261,0
40,16517,5,6,0.11,0,25,13,7,Standard,87,0.28,286,0
40,97384,1,3,0.08,1,20,10,4,Good,405,0.3,340,1
40,36941,8,7,0.24,9,30,15,6,Bad,2634,0.27,155,1
27,25322,6,6,0.08,2,16,20,2,Good,266,0.32,281,0
48,19835,2,3,0.01,0,12,6,0,Good,1385,0.27,308,0
38,86878,3,4,0.15,4,30,19,6,Standard,156,0.31,248,1
31,39340,4,2,0.09,0,0,2,3,Good,1482,0.37,323,0
37,10003,8,7,0.27,6,52,23,14,Bad,3488,0.23,17,0
34,73348,7,7,0.12,2,29,18,5,Good,870,0.3,294,0
32,63022,10,10,0.3,9,49,15,15,Bad,2955,0.38,76,0
42,29377,5,4,0.05,1,15,16,8,Standard,911,0.33,336,0
22,18372,5,5,0.08,6,20,12,8,Standard,1517,0.27,228,0
40,62927,7,5,0.31,4,21,18,6,Standard,2379,0.24,208,1
35,34317,5,3,0.07,0,14,11,5,Good,386,0.29,329,0
22,19223,5,5,0.28,7,28,10,8,Standard,1639,0.27,160,1
37,20426,1,7,0.11,4,0,4,1,Good,622,0.27,388,0
43,106154,1,2,0.1,1,11,1,2,Good,386,0.36,281,0
30,86058,1,5,0.09,1,15,1,2,Good,28,0.36,207,0
49,134775,0,3,0.11,3,2,2,4,Good,1370,0.36,268,0
38,79993,7,3,0.18,4,6,18,3,Standard,1052,0.29,314,0
42,9085,10,7,0.34,6,55,22,15,Bad,3708,0.38,170,1
27,95189,5,3,0.02,4,5,2,1,Good,722,0.25,305,0
28,53460,8,10,0.27,6,19,18,7,Bad,1364,0.31,192,0
35,70137,2,5,0.09,1,20,12,4,Good,335,0.42,375,1
24,128283,1,7,0.08,4,23,4,3,Good,1245,0.43,231,1
32,17517,8,7,0.04,0,3,16,6,Good,1321,0.25,188,0
29,102942,3,5,0.18,2,22,13,5,Standard,76,0.35,172,0
32,15829,4,2,0.04,1,10,2,7,Good,968,0.35,243,0
50,38095,1,3,0.07,0,9,5,4,Good,562,0.4,278,0
35,82277,9,10,0.32,7,60,15,7,Bad,2748,0.25,57,0
35,106077,3,5,0.17,4,14,11,5,Standard,301,0.34,249,1
21,67518,8,5,0.08,1,9,17,5,Standard,264,0.29,274,0
51,97577,3,4,0.12,2,4,7,5,Good,708,0.36,386,0
22,18002,5,6,0.33,3,13,11,12,Standard,2571,0.26,240,1
37,12029,5,4,0.05,1,15,14,5,Standard,377,0.38,318,0
43,11381,5,5,0.15,3,8,17,4,Standard,256,0.34,317,0
40,33262,6,5,0.18,3,14,12,2,Standard,696,0.36,358,0
22,45594,7,4,0.18,6,15,22,8,Standard,1256,0.29,195,0
35,14185,0,7,0.11,3,3,4,4,Good,796,0.25,375,0
31,117724,1,5,0.1,2,13,11,5,Good,560,0.32,196,0
24,119149,4,4,0.1,3,29,10,1,Good,982,0.29,278,0
37,38392,8,10,0.26,2,41,20,10,Bad,1305,0.26,192,0
34,36607,0,6,0.05,2,9,4,7,Good,836,0.33,354,1
33,17488,5,6,0.2,3,27,7,9,Standard,1169,0.24,300,0
39,11562,4,3,0.05,1,28,20,2,Standard,537,0.38,260,0
49,126982,0,6,0.01,0,10,9,4,Good,1351,0.35,306,0
38,100148,6,6,0.18,4,24,14,11,Standard,337,0.31,146,0
44,8766,7,10,0.32,6,51,20,13,Bad,4604,0.38,20,0
28,74142,0,2,0.12,3,11,0,4,Good,954,0.27,308,0
51,114998,4,4,0.09,0,15,11,3,Good,369,0.36,225,0
46,19731,7,4,0.12,4,5,15,3,Standard,382,0.4,233,0
30,29111,8,6,0.11,2,19,18,10,Standard,279,0.25,130,0
43,126530,1,5,0.05,2,15,4,8,Good,953,0.39,340,0
33,43287,4,4,0.05,1,3,2,5,Good,1370,0.28,244,0
30,114450,7,3,0.05,0,22,19,2,Standard,850,0.25,345,0
34,26625,6,6,0.09,6,12,10,4,Standard,1317,0.41,132,0
55,21818,2,2,0.12,2,1,6,3,Good,818,0.26,302,0
32,56795,6,7,0.08,4,19,8,10,Standard,1344,0.28,275,0
22,68585,7,5,0.34,5,57,22,11,Bad,2335,0.23,120,1
41,16626,0,2,0.05,0,13,7,0,Good,1113,0.25,274,0
21,85163,5,3,0.06,4,7,18,7,Standard,64,0.31,258,0
26,105453,6,5,0.19,3,6,18,0,Standard,831,0.26,232,0
46,29728,3,4,0.06,2,15,2,7,Good,917,0.38,387,0
46,42072,3,6,0.09,3,16,4,6,Good,689,0.38,374,0
35,118845,0,7,0.1,0,0,6,6,Good,101,0.35,380,0
44,68236,7,10,0.34,5,29,12,9,Standard,2535,0.29,197,1
26,8007,8,7,0.24,7,52,19,12,Bad,2914,0.26,78,0
39,64427,3,4,0.05,2,10,5,6,Good,1265,0.31,194,0
32,11533,4,3,0.2,7,22,14,5,Standard,1278,0.39,192,0
52,32871,5,6,0.14,2,20,10,0,Standard,748,0.27,240,0
39,114867,8,3,0.13,1,12,10,1,Standard,719,0.32,203,1
52,46683,7,7,0.19,1,19,22,0,Standard,230,0.28,395,0
44,50043,5,5,0.09,5,19,14,13,Standard,1208,0.3,95,0
46,38797,6,4,0.05,3,20,15,3,Standard,465,0.32,242,0
42,110529,5,6,0.01,0,6,11,0,Good,731,0.33,197,0
27,97868,6,5,0.11,2,8,17,8,Good,355,0.29,393,0
36,163255,0,4,0.12,3,3,8,3,Good,422,0.25,293,0
23,124955,3,6,0.15,3,14,16,2,Standard,826,0.39,401,0
33,85543,5,8,0.02,4,8,8,3,Good,1070,0.4,347,1
29,34898,3,5,0.15,6,13,16,4,Standard,1552,0.27,179,1
24,18138,9,6,0.28,5,36,20,10,Bad,3919,0.38,46,1
23,17096,3,4,0.05,0,15,10,7,Good,728,0.3,261,0
39,14085,3,3,0.08,3,18,14,4,Standard,298,0.38,200,0
29,17187,6,5,0.09,0,5,13,9,Standard,1453,0.39,132,0
56,124623,5,2,0.1,4,6,12,2,Good,1039,0.43,315,0
29,23557,7,4,0.06,4,19,20,0,Standard,7,0.41,341,0
46,30592,6,7,0.08,0,15,14,2,Standard,1288,0.27,234,1
22,25655,7,5,0.06,1,16,20,6,Standard,1115,0.28,236,0
24,42884,4,6,0.07,0,23,2,2,Good,1302,0.38,366,1
33,27694,7,4,0.1,2,30,20,5,Standard,1376,0.3,299,0
32,169229,2,4,0.11,4,11,4,4,Good,708,0.3,318,0
34,19197,8,8,0.22,7,49,18,8,Bad,3826,0.37,26,0
33,158311,2,7,0.07,4,7,7,1,Good,285,0.4,372,0
30,65247,3,5,0.12,2,14,6,1,Good,344,0.38,212,0
28,135871,3,2,0.06,2,12,11,4,Good,1450,0.42,268,0
27,38272,6,6,0.14,2,13,15,12,Standard,974,0.28,243,0
44,16358,9,9,0.23,9,42,25,13,Bad,2896,0.24,173,1
38,44849,10,7,0.17,5,32,24,7,Bad,2383,0.27,194,0
27,125222,1,5,0.02,2,6,1,5,Good,188,0.28,215,0
35,89417,7,4,0.19,0,22,12,4,Standard,330,0.39,310,0
42,34216,4,5,0.12,0,29,19,11,Standard,1283,0.39,266,0
23,7156,10,6,0.31,5,53,16,6,Bad,1415,0.29,143,1
41,70064,7,10,0.16,8,60,19,7,Bad,3863,0.3,159,1
29,120091,0,2,0.05,1,15,12,5,Good,1132,0.41,287,0
39,61348,5,7,0.09,4,28,11,5,Standard,1240,0.33,333,0
24,78867,8,7,0.33,4,40,16,12,Bad,1803,0.39,72,1
38,99845,1,1,0.11,2,10,2,1,Good,778,0.36,252,0
35,22373,5,5,0.1,2,2,9,0,Good,1472,0.26,302,0
44,15451,6,7,0.19,6,11,10,8,Standard,1620,0.37,158,0
40,152483,5,4,0.01,2,0,0,5,Good,678,0.31,341,0
29,58301,3,7,0.19,4,12,13,0,Standard,352,0.25,323,0
39,38580,0,5,0.04,1,9,5,4,Good,211,0.24,342,0
24,126664,7,7,0.18,2,18,8,12,Standard,270,0.37,393,1
24,19899,5,3,0.06,2,4,11,4,Good,714,0.23,335,1
26,7542,8,5,0.2,6,7,18,8,Standard,1916,0.34,170,0
28,64294,6,4,0.07,1,28,14,1,Standard,1052,0.29,282,0
22,34512,3,5,0.07,2,14,5,4,Good,394,0.34,347,0
44,96108,5,4,0.12,0,12,2,5,Good,1477,0.41,243,0
42,61355,6,7,0.08,0,32,8,2,Standard,428,0.33,262,0
31,28993,2,4,0.12,1,9,2,0,Good,822,0.34,244,0
45,19547,3,2,0.08,3,15,12,5,Good,824,0.29,389,0
23,25846,7,3,0.16,4,11,12,1,Standard,1,0.32,294,0
25,73134,5,4,0.12,4,23,10,4,Standard,382,0.28,402,0
25,67394,4,3,0.21,7,29,17,10,Standard,1687,0.31,116,1
26,70171,3,7,0.13,6,13,19,9,Standard,686,0.26,234,0
24,37419,1,7,0.05,4,11,0,0,Good,653,0.32,267,0
30,117680,5,5,0.1,2,23,17,0,Standard,240,0.41,218,0
26,15891,0,4,0.05,3,9,9,4,Good,494,0.27,293,0
38,126680,7,7,0.08,7,23,16,11,Standard,124,0.27,160,0
50,148678,3,4,0.01,1,13,6,0,Good,955,0.39,191,0
21,26697,4,7,0.1,4,16,19,9,Standard,942,0.27,346,0
46,19956,6,5,0.15,0,10,18,11,Standard,415,0.36,316,0
21,7830,8,7,0.3,5,44,22,10,Bad,1255,0.33,71,1
23,61839,4,5,0.12,0,13,1,0,Good,1014,0.36,281,0
53,12743,3,4,0.08,2,28,12,6,Standard,998,0.26,290,0
21,18001,7,9,0.31,2,19,19,12,Bad,2225,0.31,243,1
50,105226,1,2,0.08,4,12,6,8,Good,1010,0.36,322,0
40,18623,8,7,0.21,4,54,13,13,Standard,2454,0.35,244,1
45,10386,7,10,0.15,5,55,21,15,Bad,3911,0.32,160,1
54,34476,5,6,0.19,2,7,9,2,Standard,772,0.24,288,0
36,144342,0,1,0.12,1,6,10,1,Good,1123,0.37,396,0
22,28405,7,7,0.06,3,35,17,4,Standard,582,0.26,280,0
31,33656,9,8,0.27,8,50,25,9,Bad,2181,0.35,189,0
35,62168,3,6,0.13,4,12,16,4,Standard,135,0.28,196,0
32,116690,2,4,0.06,3,5,11,6,Good,1096,0.38,342,0
28,9347,10,5,0.19,4,61,22,12,Bad,1823,0.37,203,1
29,31429,6,5,0.05,2,23,20,2,Standard,884,0.29,204,0
34,86567,3,7,0.01,1,15,10,2,Good,921,0.29,299,0
41,87603,0,7,0.08,4,8,1,6,Good,223,0.35,244,0
21,20027,6,9,0.26,5,50,10,12,Standard,2174,0.32,84,1
54,31923,7,6,0.15,0,11,10,1,Standard,57,0.27,354,0
26,52984,8,7,0.16,8,35,23,13,Bad,3528,0.39,149,0
46,51093,8,9,0.25,6,42,22,12,Bad,3628,0.31,134,0
26,45230,7,7,0.26,6,16,18,10,Standard,1712,0.34,102,1
29,120889,3,6,0.07,0,25,1,3,Good,1204,0.41,248,1
23,35248,6,5,0.12,4,8,18,1,Standard,430,0.26,312,0
32,20121,8,6,0.2,9,32,25,11,Bad,4901,0.36,111,1
45,16096,3,4,0.13,1,9,11,3,Standard,927,0.28,340,0
29,146090,3,7,0.11,0,16,8,1,Standard,909,0.41,262,0
22,84408,4,5,0.18,3,24,12,8,Standard,645,0.37,93,1
37,94053,4,4,0.14,3,22,12,0,Standard,815,0.35,323,0
25,15936,6,8,0.24,7,52,24,11,Bad,2934,0.3,135,0
55,26877,4,6,0.12,0,13,12,2,Standard,274,0.4,282,0
27,73431,3,7,0.09,4,15,12,8,Standard,1965,0.39,80,0
56,101112,8,6,0.04,2,18,20,2,Good,399,0.37,351,0
23,107334,8,5,0.08,0,11,13,6,Standard,508,0.42,285,0
27,42098,4,6,0.03,3,26,7,5,Good,936,0.35,237,1
29,163032,4,3,0.05,1,15,6,3,Good,18,0.23,244,0
45,41811,4,4,0.03,3,12,0,4,Good,1137,0.25,393,0
44,40678,8,4,0.19,1,16,18,7,Standard,1301,0.27,160,0
42,14807,10,7,0.22,9,35,19,7,Bad,3959,0.34,130,0
51,61683,4,3,0.03,4,11,6,3,Good,629,0.24,270,0
35,49131,9,9,0.25,7,29,23,12,Bad,4552,0.25,113,1
31,17486,9,5,0.34,2,48,22,12,Bad,2376,0.26,80,1
50,14831,5,5,0.06,2,22,14,4,Standard,1490,0.33,341,0
37,10091,5,6,0.18,2,22,16,4,Standard,855,0.27,258,0
48,30092,1,3,0.09,2,3,3,4,Good,217,0.24,370,0
35,60303,10,6,0.25,2,31,12,6,Standard,2636,0.36,164,1
40,60410,4,7,0.17,4,24,9,9,Standard,1852,0.32,195,0
33,16046,4,4,0.19,3,17,5,8,Standard,1925,0.28,105,0
50,130169,8,6,0.17,1,24,12,2,Standard,354,0.35,400,0
45,55473,6,5,0.29,5,46,24,11,Bad,2743,0.4,66,1
46,15371,9,10,0.27,4,35,10,13,Standard,1582,0.38,72,1
33,34947,3,7,0.2,4,7,8,3,Standard,936,0.22,202,0
39,19769,6,5,0.23,5,19,12,15,Standard,1641,0.29,93,1
22,15812,10,8,0.16,5,22,20,7,Bad,3297,0.26,130,0
21,73798,6,4,0.09,4,5,13,3,Standard,757,0.41,341,0
28,20734,7,5,0.19,1,25,13,5,Standard,1344,0.4,282,1
31,20611,7,3,0.23,3,20,9,11,Standard,1948,0.38,142,0
28,29249,8,4,0.12,3,26,11,7,Standard,439,0.22,143,0
35,118645,2,5,0.05,3,2,10,4,Good,1480,0.36,351,0
42,14424,7,3,0.11,4,14,14,9,Standard,808,0.3,192,1
43,9956,10,7,0.26,5,44,17,12,Bad,4365,0.35,10,1
31,75908,4,4,0.12,4,9,9,3,Good,58,0.33,396,0
49,68721,5,7,0.04,1,9,12,7,Good,130,0.34,280,0
53,20830,8,3,0.19,1,12,16,2,Standard,449,0.37,370,0
33,16072,8,4,0.15,7,30,5,10,Standard,1463,0.24,172,0
28,59377,8,3,0.15,7,22,13,15,Standard,1342,0.29,158,1
38,10363,10,8,0.25,2,49,15,12,Standard,2220,0.34,122,1
35,16676,9,6,0.22,8,16,19,15,Bad,2255,0.39,238,0
38,14453,9,6,0.23,4,18,20,12,Bad,1298,0.37,165,1
24,50885,10,10,0.31,7,26,24,12,Bad,1919,0.27,132,1
40,35760,8,8,0.33,6,17,16,12,Bad,1656,0.39,149,0
52,17357,1,4,0.01,4,0,9,2,Good,1076,0.34,363,0
32,99854,4,6,0.16,4,5,16,2,Standard,871,0.26,239,0
41,57258,4,6,0.25,7,21,14,10,Standard,2315,0.39,130,1
38,26508,5,7,0.12,3,15,20,4,Good,1356,0.39,324,0
56,35940,5,3,0.11,1,6,8,0,Good,237,0.29,366,0
39,95329,4,1,0.08,1,14,2,0,Good,832,0.38,363,0
43,17399,7,10,0.27,6,24,12,14,Standard,1983,0.24,190,1
34,67327,5,3,0.07,3,24,8,7,Standard,495,0.39,218,1
50,61269,6,4,0.09,2,13,17,5,Good,389,0.39,237,1
36,67845,3,5,0.2,4,21,17,11,Standard,1478,0.27,228,0
28,60238,10,8,0.17,7,54,18,10,Bad,1825,0.23,125,0
25,29633,7,4,0.15,2,23,18,9,Standard,113,0.33,77,0
34,15328,5,7,0.01,0,1,12,3,Good,1414,0.33,280,0
41,23900,3,5,0.2,4,7,9,5,Standard,234,0.31,240,0
24,52032,3,3,0.05,1,8,13,6,Standard,1255,0.35,377,0
21,11798,6,5,0.15,5,20,15,11,Standard,784,0.4,83,0
24,95844,1,3,0.04,4,16,0,7,Good,479,0.4,216,1
27,14925,8,10,0.21,7,41,8,13,Standard,2447,0.31,246,0
21,120479,2,7,0.08,2,15,2,8,Good,590,0.39,215,0
25,60189,10,8,0.3,5,54,16,16,Bad,4159,0.25,154,1
38,16099,3,6,0.14,0,14,9,7,Standard,1042,0.24,106,0
43,45070,9,8,0.15,7,29,15,11,Bad,4106,0.31,156,1
31,70922,10,9,0.27,8,29,16,10,Bad,1801,0.24,136,0
29,104075,3,5,0.07,1,12,16,9,Standard,1371,0.37,246,0
47,78039,5,7,0.04,4,21,15,5,Good,1188,0.23,348,0
29,59962,3,7,0.28,5,26,12,11,Standard,2660,0.34,207,1
41,56911,9,9,0.34,7,28,16,13,Bad,4792,0.36,21,0
36,21892,0,3,0.08,1,21,10,1,Good,624,0.39,363,1
43,163978,2,2,0.07,1,9,1,6,Good,789,0.41,222,0
30,37313,7,8,0.32,6,28,18,11,Bad,4919,0.28,129,1
29,42109,7,5,0.34,7,31,22,11,Bad,2730,0.34,45,1
42,126217,8,7,0.14,1,12,7,5,Standard,1000,0.34,221,0
33,14049,4,7,0.04,1,13,1,5,Good,1409,0.38,219,0
41,81831,6,5,0.01,4,8,4,4,Good,446,0.25,220,0
49,35482,8,5,0.13,1,7,6,8,Standard,73,0.29,315,0
34,12629,7,3,0.17,2,25,20,7,Standard,1090,0.33,191,0
26,30726,10,10,0.16,6,17,14,12,Bad,4381,0.36,107,0
46,66341,5,3,0.09,4,21,20,5,Standard,276,0.31,398,0
27,28385,4,6,0.1,7,6,8,7,Standard,64,0.38,210,1
53,15820,8,7,0.15,2,24,9,1,Standard,1312,0.29,389,0
23,16594,9,8,0.18,8,15,19,13,Bad,3345,0.37,126,1
26,38635,2,2,0.04,4,4,10,4,Good,562,0.39,369,0
24,19722,4,5,0.25,7,27,15,11,Standard,2227,0.25,82,0
25,25203,5,7,0.17,2,8,9,3,Standard,393,0.24,365,0
42,19218,10,6,0.27,4,47,23,11,Standard,2329,0.39,94,0
46,7207,9,5,0.15,6,17,9,10,Standard,2251,0.28,95,1
53,111090,0,4,0.11,3,0,4,1,Good,575,0.4,336,0
44,59479,7,5,0.13,6,18,12,8,Standard,2189,0.22,138,0
46,133455,0,3,0.05,3,1,6,3,Good,822,0.36,269,0
26,18327,10,5,0.34,3,49,9,12,Standard,2358,0.25,222,1
47,38690,5,3,0.16,2,11,14,7,Standard,590,0.33,372,0
24,22705,4,6,0.04,2,27,12,8,Good,854,0.31,388,0
33,163904,3,5,0.02,0,4,3,1,Good,29,0.41,197,0
29,20282,4,4,0.14,4,30,17,4,Standard,489,0.28,200,0
50,28891,5,7,0.11,0,13,7,4,Good,499,0.41,268,0
46,26918,6,5,0.1,2,12,16,6,Standard,1054,0.41,312,0
36,34483,8,7,0.29,9,58,14,10,Bad,4386,0.33,156,0
43,19818,7,9,0.24,9,18,19,6,Bad,4534,0.32,170,0
22,14469,10,10,0.29,9,42,27,15,Bad,3349,0.28,102,1
53,112021,7,6,0.05,0,10,10,2,Standard,1313,0.37,335,1
46,17708,8,9,0.23,7,26,21,11,Bad,2250,0.36,176,1
41,129569,8,7,0.18,4,5,11,7,Standard,641,0.35,113,0
33,16436,10,9,0.34,6,19,23,10,Bad,2669,0.33,87,1
43,55242,9,9,0.21,9,23,23,7,Bad,4173,0.34,35,0
32,30819,7,3,0.09,4,8,10,5,Standard,401,0.31,176,0
31,9390,9,7,0.31,9,13,27,13,Bad,4598,0.31,77,1
55,17525,6,3,0.19,2,6,11,4,Standard,903,0.41,368,1
32,19014,3,8,0.32,5,21,12,13,Standard,2034,0.36,208,1
21,27910,3,7,0.14,2,29,16,5,Standard,229,0.29,350,1
24,78498,8,5,0.17,0,17,9,7,Standard,910,0.25,119,1
22,16135,5,4,0.12,2,23,9,4,Standard,1091,0.41,358,0
30,84659,8,5,0.06,1,27,13,4,Standard,704,0.28,219,0
49,44190,7,6,0.18,2,7,14,7,Standard,476,0.39,399,0
28,91018,4,7,0.11,2,16,15,4,Good,666,0.39,286,1
50,36512,1,3,0.03,4,0,11,6,Good,623,0.3,299,0
24,20317,7,6,0.17,4,14,10,10,Standard,2695,0.32,82,1
47,10285,8,7,0.06,1,18,8,3,Standard,1354,0.34,351,1
25,15847,4,4,0.08,6,26,11,10,Standard,412,0.36,102,0
33,44927,4,6,0.06,3,7,8,0,Good,762,0.33,256,0
26,72002,8,7,0.13,2,8,18,7,Standard,1021,0.39,233,0
23,41806,2,7,0.07,1,7,4,5,Good,300,0.34,321,0
49,71421,7,7,0.19,0,8,10,0,Standard,566,0.36,214,0
24,109905,8,4,0.08,1,29,19,1,Standard,150,0.41,248,1
42,156356,4,7,0.07,2,25,9,3,Good,489,0.41,356,1
41,73451,5,7,0.09,3,28,21,2,Good,965,0.42,284,0
47,71605,2,5,0.01,2,12,8,1,Good,519,0.33,329,0
39,22457,0,3,0.11,0,21,0,3,Good,811,0.37,341,1
29,37577,8,5,0.24,7,20,16,12,Bad,1518,0.32,82,0
49,16221,0,3,0.03,2,9,6,2,Good,197,0.36,198,0
43,127614,5,6,0.07,4,6,10,4,Good,1264,0.35,316,1
23,83181,3,4,0.05,3,12,0,0,Good,353,0.35,260,0
21,35793,7,6,0.18,1,21,15,8,Standard,720,0.26,258,0
35,31004,9,7,0.24,5,25,22,11,Bad,1617,0.36,101,1
41,32530,10,6,0.25,3,39,20,11,Bad,1560,0.34,159,0
55,160664,3,5,0.07,1,15,5,7,Good,244,0.3,258,1
38,133779,0,5,0.02,1,8,2,2,Good,891,0.31,390,0
27,28256,7,7,0.05,1,19,17,1,Good,66,0.37,269,0
47,119848,5,2,0.1,1,9,10,6,Good,1049,0.32,218,0
21,11426,4,7,0.05,0,31,13,11,Standard,465,0.34,207,1
34,45345,8,7,0.19,5,27,17,11,Bad,3794,0.36,12,1
40,62148,9,7,0.24,5,56,27,12,Bad,2373,0.29,203,1
35,167883,5,6,0.03,1,5,4,4,Good,948,0.3,369,0
40,20877,7,6,0.2,5,20,20,16,Standard,1324,0.28,197,0
53,58280,5,7,0.12,1,2,4,4,Good,471,0.41,382,0
39,68392,0,5,0.12,3,15,5,5,Good,719,0.32,333,0
35,77604,1,7,0.05,3,0,12,6,Good,550,0.31,260,1
51,42153,5,4,0.1,3,10,9,7,Good,1027,0.26,341,0
43,61503,7,4,0.11,4,5,19,2,Good,1150,0.27,401,0
43,60040,8,10,0.34,7,43,22,15,Bad,3979,0.26,161,1
38,28023,5,7,0.18,1,21,18,7,Standard,428,0.33,264,0
44,42811,5,3,0.18,4,22,12,5,Standard,742,0.29,310,1
